CAS,haz,SMILES
19910-65-7,1,CCC(C)OC(=O)OOC(=O)OC(C)CC
79-21-0,1,CC(=O)OO
107-71-1,1,CC(=O)OOC(C)(C)C
507-60-8,1,CC(=O)O[C@@H]1C[C@@]2([C@H](CC[C@]3([C@@]2(CC[C@@H]3C4=COC(=O)C=C4)O)C)[C@@]5(C1=C[C@H](CC5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)O
7440-59-7,1,[He]
100-46-9,1,C1=CC=C(C=C1)CN
581-64-6,1,C1=CC2=C(C=C1N)SC3=CC(=[NH2+])C=CC3=N2.[Cl-]
2516-33-8,1,C1CC1CO
75-19-4,1,C1CC1
287-23-0,1,C1CCC1
544-25-2,1,C1C=CC=CC=C1
502-42-1,1,C1CCCC(=O)CC1
291-64-5,1,C1CCCCCC1
628-92-2,1,C1CCC=CCC1
108-91-8,1,C1CCC(CC1)N
694-83-7,1,C1CCC(C(C1)N)N
592-57-4,1,C1CC=CC=C1
628-41-1,1,C1C=CCC=C1
3129-91-7,1,C1CCC(CC1)NC2CCCCC2.N(=O)O
1569-69-3,1,C1CCC(CC1)S
1678-98-4,1,CC(C)CC1CCCCC1
1678-93-9,1,CCCCC1CCCCC1
108-94-1,1,C1CCC(=O)CC1
110-82-7,1,C1CCCCC1
110-83-8,1,C1CCC=CC1
930-68-7,1,C1CC=CC(=O)C1
10137-69-6,1,C1CC(CC=C1)[Si](Cl)(Cl)Cl
121-82-4,1,C1N(CN(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
121-82-4,1,C1N(CN(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
2691-41-0,1,C1N(CN(CN(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
61789-51-3,1,CCC1CCC(C1)CCC(=O)[O-].CCC1CCC(C1)CCC(=O)[O-].[Co+2]
12001-85-3,1,CCC1CCC(C1)CCC(=O)[O-].CCC1CCC(C1)CCC(=O)[O-].[Zn+2]
1003-03-8,1,C1CCC(C1)N
96-41-3,1,C1CCC(C1)O
542-92-7,1,C1C=CC=C1
120-92-3,1,C1CCC(=O)C1
287-92-3,1,C1CCCC1
142-29-0,1,C1CC=CC1
3806-59-5,1,C1C/C=C\C=C/CC1
111-78-4,1,C1/C=C\CC/C=C\C1
629-20-9,1,C\1=C\C=C/C=C\C=C1
292-64-8,1,C1CCCCCCC1
931-87-3,1,C1CCC/C=C\CC1
765-34-4,1,C1C(O1)C=O
122-60-1,1,C1C(O1)COC2=CC=CC=C2
75-56-9,1,CC1CO1
106-88-7,1,CCC1CO1
75-21-8,1,C1CO1
470-82-6,1,CC1(C2CCC(O1)(CC2)C)C
63951-45-1,1,CCC(C)C(=O)O[C@H]1CC[C@]2(C3[C@@]1(O[C@@]24CC5C6CN7C[C@H](CC[C@H]7[C@@](C6[C@H](C([C@]5(C4[C@@H](C3)O)O)OC(=O)C(C)(CC)O)O)(C)O)C)O)C
19779-06-7,1,CCCCCC[O-].[Na+]
124-09-4,1,C(CCCN)CCN
111-69-3,1,C(CCC#N)CC#N
592-48-3,1,CC/C=C/C=C
592-45-0,1,C/C=C/CC=C
592-42-7,1,C=CCCC=C
592-46-1,1,C/C=C/C=C/C
111-50-2,1,C(CCC(=O)Cl)CC(=O)Cl
928-65-4,1,CCCCCC[Si](Cl)(Cl)Cl
628-73-9,1,CCCCCC#N
111-31-9,1,CCCCCCS
693-02-7,1,CCCCC#C
764-35-2,1,CCCC#CC
928-49-4,1,CCC#CCC
142-62-1,1,CCCCCC(=O)O
591-78-6,1,CCCCC(=O)C
589-38-8,1,CCCC(=O)CC
592-41-6,1,CCCCC=C
592-43-8,1,CCC/C=C/C
10138-60-0,1,C/C=C/C(C#C)O
109-49-9,1,CC(=O)CCC=C
142-61-0,1,CCCCCC(=O)Cl
7440-55-3,1,[Ga]
108-88-3,1,CC1=CC=CC=C1
584-84-9,1,CC1=C(C=C(C=C1)N=C=O)N=C=O
496-74-2,1,CC1=CC(=C(C=C1)S)S
137-06-4,1,CC1=CC=CC=C1S
108-40-7,1,CC1=CC(=CC=C1)S
106-45-6,1,CC1=CC=C(C=C1)S
67-56-1,1,CO
865-33-8,1,C[O-].[K+]
124-41-4,1,C[O-].[Na+]
95-48-7,1,CC1=CC=CC=C1O
108-39-4,1,CC1=CC(=CC=C1)O
106-44-5,1,CC1=CC=C(C=C1)O
7803-62-5,1,[SiH4]
78-79-5,1,CC(=C)C=C
78-83-1,1,CC(C)CO
513-44-0,1,CC(C)CS
137-32-6,1,CCC(C)CO
123-51-3,1,CC(C)CCO
1878-18-8,1,CCC(C)CS
541-31-1,1,CC(C)CCS
563-46-2,1,CCC(=C)C
563-45-1,1,CC(C)C=C
65-30-5,1,CN1CCC[C@H]1C2=CN=CC=C2.CN1CCC[C@H]1C2=CN=CC=C2.OS(=O)(=O)O
591-47-9,1,CC1CCC=CC1
693-89-0,1,CC1=CCCC1
105-30-6,1,CCCC(C)CO
77-75-8,1,CCC(C)(C#C)O
763-29-1,1,CCCC(=C)C
760-20-3,1,CCC(C)C=C
691-37-2,1,CC(C)CC=C
75-65-0,1,CC(C)(C)O
75-85-4,1,CCC(C)(C)O
598-75-4,1,CC(C)C(C)O
1679-09-0,1,CCC(C)(C)S
563-80-4,1,CC(C)C(=O)C
513-35-9,1,CC=C(C)C
110-12-3,1,CC(C)CCC(=O)C
590-36-3,1,CCCC(C)(C)O
108-11-2,1,CC(C)CC(C)O
565-61-7,1,CCC(C)C(=O)C
108-10-1,1,CC(C)CC(=O)C
625-27-4,1,CCC=C(C)C
922-61-2,1,CCC(=CC)C
4461-48-7,1,CC=CC(C)C
105-29-3,1,CC(=CCO)C#C
1074-43-7,1,CCCC1=CC=CC(=C1)C
115-19-5,1,CC(C)(C#C)O
565-67-3,1,CCC(C(C)C)O
77-74-7,1,CCC(C)(CC)O
565-69-5,1,CCC(=O)C(C)C
141-79-7,1,CC(=CC(=O)C)C
609-26-7,1,CCC(CC)C(C)C
534-52-1,1,CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-]
1074-55-1,1,CCCC1=CC=C(C=C1)C
104-90-5,1,CCC1=CN=C(C=C1)C
120-71-8,1,CC1=CC(=C(C=C1)OC)N
16752-77-5,1,CC(=NOC(=O)NC)SC
24353-61-5,1,CC(C)OC(=O)C1=CC=CC=C1OP(=S)(N)OC
21609-90-5,1,COP(=S)(C1=CC=CC=C1)OC2=CC(=C(C=C2Cl)Br)Cl
99675-03-3,1,CC(C)NP(=S)(OC)OC1=CC=CC=C1C(=O)OC(C)C
10265-92-6,1,COP(=O)(N)SC
23135-22-0,1,CNC(=O)O/N=C(/C(=O)N(C)C)\SC
116-06-3,1,CC(C)(/C=N/OC(=O)NC)SC
39196-18-4,1,CC(C)(C)C(=NOC(=O)NC)CSC
95-53-4,1,CC1=CC=CC=C1N
108-44-1,1,CC1=CC(=CC=C1)N
106-49-0,1,CC1=CC=C(C=C1)N
100-61-8,1,CNC1=CC=CC=C1
149-74-6,1,C[Si](C1=CC=CC=C1)(Cl)Cl
98-85-1,1,CC(C1=CC=CC=C1)O
529-19-1,1,CC1=CC=CC=C1C#N
620-22-4,1,CC1=CC(=CC=C1)C#N
104-85-8,1,CC1=CC=C(C=C1)C#N
622-97-9,1,CC1=CC=C(C=C1)C=C
109-06-8,1,CC1=CC=CC=N1
108-99-6,1,CC1=CN=CC=C1
108-89-4,1,CC1=CC=NC=C1
108-34-9,1,CCOP(=O)(OCC)OC1=NNC(=C1)C
89-92-9,1,CC1=CC=CC=C1CBr
937-40-6,1,CN(CC1=CC=CC=C1)N=O
557-17-5,1,CCCOC
126-98-7,1,CC(=C)C#N
78-85-3,1,CC(=C)C=O
79-41-4,1,CC(=C)C(=O)O
2867-47-2,1,CC(=C)C(=O)OCCN(C)C
80-62-6,1,CC(=C)C(=O)OC
97-63-2,1,CCOC(=O)C(=C)C
97-86-9,1,CC(C)COC(=O)C(=C)C
97-88-1,1,CCCCOC(=O)C(=C)C
30685-43-9,1,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)OC
8065-36-9,1,CCCC(C)C1=CC(=CC=C1)OC(=O)NC.CCC(CC)C1=CC(=CC=C1)OC(=O)NC
590-86-3,1,CC(C)CC=O
78-78-4,1,CCC(C)C
75-54-7,1,C[Si](Cl)Cl
534-22-5,1,CC1=CC=CO1
592-27-8,1,CCCCCC(C)C
589-81-1,1,CCCCC(C)CC
589-53-7,1,CCCC(C)CCC
108-87-2,1,CC1CCCCC1
26519-91-5,1,CC1=CC=CC1
96-37-7,1,CC1CCCC1
75-75-2,1,CS(=O)(=O)O
124-63-0,1,CS(=O)(=O)Cl
589-34-4,1,CCCC(C)CC
60-34-4,1,CNN
91-63-4,1,CC1=NC2=CC=CC=C2C=C1
491-35-0,1,CC1=CC=NC2=CC=CC=C12
91-62-3,1,CC1=CC2=C(C=C1)N=CC=C2
612-60-2,1,CC1=CC2=C(C=CC=N2)C=C1
611-32-5,1,CC1=C2C(=CC=C1)C=CC=N2
993-00-0,1,C[SiH2]Cl
109-02-4,1,CN1CCOCC1
90-12-0,1,CC1=CC=CC2=CC=CC=C12
91-57-6,1,CC1=CC2=CC=CC=C2C=C1
109-05-7,1,CC1CCCCN1
626-56-2,1,CC1CCCNC1
626-58-4,1,CC1CCNCC1
626-67-5,1,CN1CCCCC1
31506-32-8,1,CNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
616-44-4,1,CC1=CSC=C1
75-79-6,1,C[Si](Cl)(Cl)Cl
2031-67-6,1,CCO[Si](C)(OCC)OCC
20324-26-9,1,C[As](=O)([O-])[O-].[Zn+2]
75-97-8,1,CC(=O)C(C)(C)C
1634-04-4,1,CC(C)(C)OC
96-47-9,1,CC1CCCO1
626-93-7,1,CCCCC(C)O
542-54-1,1,CC(C)CCC#N
123-15-9,1,CCCC(C)C=O
107-83-5,1,CCCC(C)C
96-14-0,1,CCC(C)CC
513-42-8,1,CC(=C)CO
75-16-1,1,[CH3-].[Mg+2].[Br-]
107-25-5,1,COC=C
591-76-4,1,CCCCC(C)C
99-87-6,1,CC1=CC=C(C=C1)C(C)C
814-78-8,1,CC(=C)C(=O)C
1721-93-3,1,CC1=NC=CC2=CC=CC=C12
1125-80-0,1,CC1=CC2=CC=CC=C2C=N1
1196-39-0,1,CC1=CN=CC2=CC=CC=C12
62882-01-3,1,CC1=C2C=CN=CC2=CC=C1
42398-73-2,1,CC1=CC2=C(C=C1)C=NC=C2
54004-38-5,1,CC1=CC2=C(C=C1)C=CN=C2
62882-00-2,1,CC1=C2C=NC=CC2=CC=C1
110-68-9,1,CCCCNC
628-28-4,1,CCCCOC
74-93-1,1,CS
75-18-3,1,CSC
50-00-0,1,C=O
56960-31-7,1,C[As](=O)O
64-18-6,1,C(=O)O
4351-54-6,1,C1CCC(CC1)OC=O
107-31-3,1,COC=O
1838-59-1,1,C=CCOC=O
992-98-3,1,C(=O)[O-].[Tl+]
109-94-4,1,CCOC=O
625-55-8,1,CC(C)OC=O
542-55-2,1,CC(C)COC=O
110-45-2,1,CC(C)CCOC=O
110-74-7,1,CCCOC=O
592-84-7,1,CCCCOC=O
629-33-4,1,CCCCCCOC=O
638-49-3,1,CCCCCOC=O
74-82-8,1,C
558-25-8,1,CS(=O)(=O)F
107-70-0,1,CC(=O)CC(C)(C)OC
90-04-0,1,COC1=CC=CC=C1N
536-90-3,1,COC1=CC=CC(=C1)N
104-94-9,1,COC1=CC=C(C=C1)N
100-07-2,1,COC1=CC=C(C=C1)C(=O)Cl
101-69-9,1,COC1=CC=C(C=C1)NC2=CC=C(C=C2)[N+]#N.[Cl-]
4435-53-4,1,CC(CCOC(=O)C)OC
6290-49-9,1,COCC(=O)OC
110-49-6,1,CC(=O)OCCOC
6427-21-0,1,COCN=C=O
540-67-0,1,CCOC
35523-89-8,1,C1CN2C(=N[C@H]([C@H]3[C@]2(C1(O)O)NC(=N3)N)COC(=O)N)N
11135-81-2,1,[Na].[K]
99-63-8,1,C1=CC(=CC(=C1)C(=O)Cl)C(=O)Cl
108-73-6,1,C1=C(C=C(C=C1O)O)O
98-47-5,1,C1=CC(=CC(=C1)S(=O)(=O)O)[N+](=O)[O-]
618-45-1,1,CC(C)C1=CC(=CC=C1)O
13453-15-1,1,O[As](=O)(O)O[As](=O)(O)O
7440-67-7,1,[Zr]
7440-58-6,1,[Hf]
7439-91-0,1,[La]
7439-96-5,1,[Mn]
7440-00-8,1,[Nd]
7440-17-7,1,[Rb]
7440-46-2,1,[Cs]
7440-24-6,1,[Sr]
7440-32-6,1,[Ti]
120-12-7,1,C1=CC=C2C=C3C=CC=CC3=CC2=C1
302-01-2,1,NN
65-31-6,1,CN1CCC[C@H]1C2=CN=CC=C2.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
9002-91-9,1,CC1OC(OC(OC(O1)C)C)C
29320-38-5,1,C(CCl)Cl.N
507-70-0,1,CC1(C2CCC1(C(C2)O)C)C
79-92-5,1,CC1(C2CCC(C2)C1=C)C
617-89-0,1,C1=COC(=C1)CN
1397-94-0,1,CCCCCC[C@@H]1[C@H]([C@@H](OC(=O)[C@H]([C@H](OC1=O)C)NC(=O)C2=C(C(=CC=C2)NC=O)O)C)OC(=O)CC(C)C
7439-90-9,1,[Kr]
91-22-5,1,C1=CC=C2C(=C1)C=CC=N2
7439-93-2,1,[Li]
15512-36-4,1,[O-]S(=O)S(=O)[O-].[Ca+2]
14293-73-3,1,[O-]S(=O)S(=O)[O-].[K+].[K+]
7775-14-6,1,[O-]S(=O)S(=O)[O-].[Na+].[Na+]
7779-86-4,1,[O-]S(=O)S(=O)[O-].[Zn+2]
92-52-4,1,C1=CC=C(C=C1)C2=CC=CC=C2
56073-07-5,1,C1C(CC2=CC=CC=C2C1C3=C(C4=CC=CC=C4OC3=O)O)C5=CC=C(C=C5)C6=CC=CC=C6
26322-14-5,1,CCCCCCCCCCCCCCCCOC(=O)OOC(=O)OCCCCCCCCCCCCCCCC
23255-69-8,1,CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3([C@@H]([C@H]([C@H]([C@@]34CO4)O2)O)OC(=O)C)C)CO
137-07-5,1,C1=CC=C(C(=C1)N)S
50930-79-5,1,C1=CC=C(C=C1)N.C1=CC=C(C(=C1)C(=O)O)C(=O)O
84-69-5,1,CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C
85-44-9,1,C1=CC=C2C(=C1)C(=O)OC2=O
88-95-9,1,C1=CC=C(C(=C1)C(=O)Cl)C(=O)Cl
85-41-6,1,C1=CC=C2C(=C1)C(=O)NC2=O
133-59-5,1,CC1=CC=CC=C1S(=O)(=O)Cl
824-38-4,1,C1=CC=C(C(=C1)[N+](=O)[O-])[O-].[K+]
80-82-0,1,C1=CC=C(C(=C1)[N+](=O)[O-])S(=O)(=O)O
612-22-6,1,CCC1=CC=CC=C1[N+](=O)[O-]
88-69-7,1,CC(C)C1=CC=CC=C1O
1305-99-3,1,[P-3].[P-3].[Ca+2].[Ca+2].[Ca+2]
20770-41-6,1,[PH2-].[K+].[K+].[K+]
20859-73-8,1,[Al]#P
12057-74-8,1,[Mg+2].[Mg+2].[Mg+2].[P-3].[P-3]
12058-85-4,1,[Na+].[Na+].[Na+].[P-3]
7803-51-2,1,P
12504-13-1,1,[P-3].[P-3].[Sr+2].[Sr+2].[Sr+2]
25324-56-5,1,P#[Sn]
1314-84-7,1,[P-3].[P-3].[Zn+2].[Zn+2].[Zn+2]
10294-56-1,1,OP(O)O
111-97-7,1,C(CSCCC#N)C#N
115-08-2,1,C(=S)N
3982-91-0,1,P(=S)(Cl)(Cl)Cl
2941-64-2,1,CCSC(=O)Cl
3268-49-3,1,CSCCC=O
507-09-5,1,CC(=O)S
556-61-6,1,CN=C=S
1306-23-6,1,S=[Cd]
1344-48-5,1,S=[Hg]
1313-82-2,1,[Na+].[Na+].[SH-]
7704-34-9,1,[S]
62-56-6,1,C(=S)(N)N
12133-28-7,1,[SH-].[SH-].[Ca+2]
16721-80-5,1,[Na+].[SH-]
3012-37-1,1,C1=CC=C(C=C1)CSC#N
2092-16-2,1,C(#N)[S-].C(#N)[S-].[Ca+2]
14099-12-8,1,C(#N)[S-].C(#N)[S-].C(#N)[S-].C(#N)[S-].[K+].[K+].[Hg+2]
556-64-9,1,CSC#N
542-90-5,1,CCSC#N
625-59-2,1,CC(C)SC#N
7664-93-9,1,OS(=O)(=O)O
65321-67-7,1,CC1=C(C=C(C=C1)[NH3+])[NH3+].[O-]S(=O)(=O)[O-]
615-50-9,1,CC1=C(C=CC(=C1)N)N.OS(=O)(=O)O
32178-39-5,1,CCOC1=CC(=C(C=C1[N+]#N)OCC)N2CCOCC2.OS(=O)(=O)[O-]
531-86-2,1,C1=CC(=CC=C1C2=CC=C(C=C2)N)N.OS(=O)(=O)O
536-47-0,1,CN(C)C1=CC=C(C=C1)N.OS(=O)(=O)O
542-16-5,1,C1=CC=C(C=C1)N.C1=CC=C(C=C1)N.OS(=O)(=O)O
2545-79-1,1,C1=CC=C(C=C1)NN.OS(=O)(=O)O
16245-77-5,1,C1=CC(=CC=C1N)N.OS(=O)(=O)O
77-78-1,1,COS(=O)(=O)OC
64-67-5,1,CCOS(=O)(=O)OCC
10124-36-4,1,[O-]S(=O)(=O)[O-].[Cd+2]
7783-35-9,1,[O-]S(=O)(=O)[O-].[Hg+2]
10124-43-3,1,[O-]S(=O)(=O)[O-].[Co+2]
541-70-8,1,C1=CC(=CC(=C1)N)N.OS(=O)(=O)O
4845-99-2,1,COC1=C(C=C2C(=C1)[C@]34CCN5[C@H]3C[C@@H]6[C@@H]7[C@@H]4N2C(=O)C[C@@H]7OCC=C6C5)OC.COC1=C(C=C2C(=C1)[C@]34CCN5[C@H]3C[C@@H]6[C@@H]7[C@@H]4N2C(=O)C[C@@H]7OCC=C6C5)OC.OS(=O)(=O)O
7786-81-4,1,[O-]S(=O)(=O)[O-].[Ni+2]
13510-49-1,1,[Be+2].[O-]S(=O)(=O)[O-]
53684-48-3,1,[Be+2].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[K+].[K+]
7446-14-2,1,[O-]S(=O)(=O)[O-].[Pb+2]
7646-93-7,1,OS(=O)(=O)[O-].[K+]
7681-38-1,1,OS(=O)(=O)[O-].[Na+]
57-52-3,1,CC[Sn](CC)(CC)OS(=O)(=O)O[Sn](CC)(CC)CC
7446-18-6,1,[O-]S(=O)(=O)[O-].[Tl+].[Tl+]
7783-36-0,1,[O-]S(=O)(=O)[O-].[Hg+].[Hg+]
27774-13-6,1,[O-]S(=O)(=O)[O-].O=[V+2]
2699-79-8,1,O=S(=O)(F)F
303-04-8,1,C(=C(/C(F)(F)F)\Cl)(\C(F)(F)F)/Cl
684-16-2,1,C(=O)(C(F)(F)F)C(F)(F)F
13098-39-0,1,C(=O)(C(F)(F)F)C(F)(F)F.C(=O)(C(F)(F)F)C(F)(F)F.O.O.O
116-15-4,1,C(=C(F)F)(C(F)(F)F)F
16949-65-8,1,F[Si-2](F)(F)(F)(F)F.[Mg+2]
17125-80-3,1,F[Si-2](F)(F)(F)(F)F.[Ba+2]
16871-71-9,1,F[Si-2](F)(F)(F)(F)F.[Zn+2]
16940-81-1,1,[H+].F[P-](F)(F)(F)(F)F
7783-80-4,1,F[Te](F)(F)(F)(F)F
2551-62-4,1,FS(F)(F)(F)(F)F
7783-82-6,1,F[W](F)(F)(F)(F)F
7783-79-1,1,F[Se](F)(F)(F)(F)F
76-16-4,1,C(C(F)(F)F)(F)(F)F
22397-33-7,1,CC1(CCC(OOC(OO1)(C)C)(C)C)C
107-46-0,1,C[Si](C)(C)O[Si](C)(C)C
1450-14-2,1,C[Si](C)(C)[Si](C)(C)C
999-97-3,1,C[Si](C)(C)N[Si](C)(C)C
56-25-7,1,C[C@@]12[C@H]3CC[C@@H]([C@@]1(C(=O)OC2=O)C)O3
87-68-3,1,C(=C(Cl)Cl)(C(=C(Cl)Cl)Cl)Cl
60-57-1,1,C1[C@@H]2[C@H]3[C@@H]([C@H]1[C@H]4[C@@H]2O4)[C@]5(C(=C([C@@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl
72-20-8,1,C1[C@@H]2[C@@H]3[C@H]([C@H]1[C@H]4[C@@H]2O4)[C@@]5(C(=C([C@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl
465-73-6,1,C1[C@@H]2C=C[C@H]1[C@@H]3[C@H]2[C@@]4(C(=C([C@]3(C4(Cl)Cl)Cl)Cl)Cl)Cl
309-00-2,1,C1[C@@H]2C=C[C@H]1[C@H]3[C@@H]2[C@]4(C(=C([C@@]3(C4(Cl)Cl)Cl)Cl)Cl)Cl
115-29-7,1,C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl
118-74-1,1,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl
116-16-5,1,C(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
77-47-4,1,C1(=C(C(C(=C1Cl)Cl)(Cl)Cl)Cl)Cl
319-84-6,1,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl
319-85-7,1,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl
58-89-9,1,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl
608-73-1,1,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl
67-72-1,1,C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl
20062-22-0,1,C1=C(C=C(C(=C1[N+](=O)[O-])C=CC2=C(C=C(C=C2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
131-73-7,1,C1=C(C=C(C(=C1[N+](=O)[O-])NC2=C(C=C(C=C2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
2844-92-0,1,C1=C(C=C(C(=C1[N+](=O)[O-])NC2=C(C=C(C=C2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-].N
28930-30-5,1,C1=CC=C(C(=C1)[N+](=O)[O-])SC2=C(C(=C(C(=C2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
68631-49-2,1,C1=C(C(=CC(=C1Br)Br)Br)OC2=CC(=C(C=C2Br)Br)Br
207122-15-4,1,C1=C(C=C(C(=C1Br)OC2=CC(=C(C=C2Br)Br)Br)Br)Br
822-06-0,1,C(CCCN=C=O)CCN=C=O
2212-67-1,1,CCSC(=O)N1CCCCCC1
100-97-0,1,C1N2CN3CN1CN(C2)C3
111-49-9,1,C1CCCNCC1
7429-90-5,1,[Al]
7782-50-5,1,ClCl
75-68-3,1,CC(F)(F)Cl
96-24-2,1,C(C(CCl)O)O
126-99-8,1,C=CC(=C)Cl
78-89-7,1,CC(CO)Cl
627-30-5,1,C(CO)CCl
563-52-0,1,CC(C=C)Cl
600-25-9,1,CCC([N+](=O)[O-])Cl
3017-96-7,1,CC(CBr)Cl
75-88-7,1,C(C(F)(F)F)Cl
106-89-8,1,C1C(O1)CCl
97-00-7,1,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Cl
95-85-2,1,C1=CC(=C(C=C1Cl)N)O
127-00-4,1,CC(CCl)O
591-97-9,1,C/C=C/CCl
95-79-4,1,CC1=C(C=C(C=C1)Cl)N
6164-98-3,1,CC1=C(C=CC(=C1)Cl)N=CN(C)C
563-47-3,1,CC(=C)CCl
594-36-5,1,CCC(C)(C)Cl
89-63-4,1,C1=CC(=C(C=C1Cl)[N+](=O)[O-])N
89-64-5,1,C1=CC(=C(C=C1Cl)[N+](=O)[O-])O
52106-89-5,1,C1=CC(=C(C=C1Cl)[N+](=O)[O-])[O-].[Na+]
89-59-8,1,CC1=C(C=C(C=C1)Cl)[N+](=O)[O-]
3017-95-6,1,CC(CCl)Br
107-04-0,1,C(CBr)Cl
59-50-7,1,CC1=C(C=CC(=C1)O)Cl
107-84-6,1,CC(C)CCCl
109-70-6,1,C(CCl)CBr
671-04-5,1,CC1=CC(=C(C=C1C)Cl)OC(=O)NC
535-89-7,1,CC1=CC(=NC(=N1)Cl)N(C)C
5345-54-0,1,COC1=C(C=C(C=C1)N)Cl
121-87-9,1,C1=CC(=C(C=C1[N+](=O)[O-])Cl)N
108-90-7,1,C1=CC=C(C=C1)Cl
95-51-2,1,C1=CC=C(C(=C1)N)Cl
108-42-9,1,C1=CC(=CC(=C1)Cl)N
106-47-8,1,C1=CC(=CC=C1N)Cl
95-57-8,1,C1=CC=C(C(=C1)O)Cl
108-43-0,1,C1=CC(=CC(=C1)Cl)O
