CAS,haz,SMILES
106-48-9,1,C1=CC(=CC=C1O)Cl
937-14-4,1,C1=CC(=CC(=C1)Cl)C(=O)OO
3691-35-8,1,C1=CC=C(C=C1)C(C2=CC=C(C=C2)Cl)C(=O)C3C(=O)C4=CC=CC=C4C3=O
101-27-9,1,C1=CC(=CC(=C1)Cl)NC(=O)OCC#CCCl
26571-79-9,1,C1=CC=C(C(=C1)[Si](Cl)(Cl)Cl)Cl
609-65-4,1,C1=CC=C(C(=C1)C(=O)Cl)Cl
122-01-0,1,C1=CC(=CC=C1C(=O)Cl)Cl
532-27-4,1,C1=CC=C(C=C1)C(=O)CCl
109-09-1,1,C1=CC=NC(=C1)Cl
104-83-6,1,C1=CC(=CC=C1CCl)Cl
542-76-7,1,C(CCl)C#N
598-78-7,1,CC(C(=O)O)Cl
107-94-8,1,C(CCl)C(=O)O
77287-29-7,1,C[C@H](C(=O)OC)Cl
535-13-7,1,CCOC(=O)C(C)Cl
623-71-2,1,CCOC(=O)CCCl
540-54-5,1,CCCCl
75-29-6,1,CC(C)Cl
557-98-2,1,CC(=C)Cl
107-05-1,1,C=CCCl
814-49-3,1,CCOP(=O)(OCC)Cl
507-20-0,1,CC(C)(C)Cl
513-36-0,1,CC(C)CCl
544-10-5,1,CCCCCCCl
109-69-3,1,CCCCCl
78-86-4,1,CCC(C)Cl
353-59-3,1,C(F)(F)(Cl)Br
348-51-6,1,C1=CC=C(C(=C1)F)Cl
625-98-9,1,C1=CC(=CC(=C1)Cl)F
352-33-0,1,C1=CC(=CC=C1F)Cl
59-85-8,1,C1=CC(=CC=C1C(=O)O)[Hg]Cl
10124-48-8,1,[NH2-].[Cl-].[Hg+2]
10361-37-2,1,[Cl-].[Cl-].[Ba+2]
100-56-1,1,C1=CC=C(C=C1)[Hg]Cl
100-44-7,1,C1=CC=C(C=C1)CCl
7791-27-7,1,O=S(=O)(OS(=O)(=O)Cl)Cl
15180-03-7,1,C=CC[N@@+]12[C@@H]3[C@]4(C5=CC=CC=C5N/6[C@H]4/C(=C\N7[C@H]8/C(=C6)/[C@@H]9/C(=C\CO)/C[N@+]4([C@H]([C@]8(C5=CC=CC=C75)CC4)C9)CC=C)/[C@@H](C3)/C(=C\CO)/C1)CC2.[Cl-].[Cl-]
10108-64-2,1,Cl[Cd]Cl
7487-94-7,1,Cl[Hg]Cl
7646-79-9,1,Cl[Co]Cl
71-27-2,1,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-]
930-28-9,1,C1CCC(C1)Cl
115-09-3,1,C[Hg]Cl
123-88-6,1,COCC[Hg]Cl
20582-71-2,1,Cl[Hg-2](Cl)(Cl)Cl.[K+].[K+]
2051-62-9,1,C1=CC=C(C=C1)C2=CC=C(C=C2)Cl
90-13-1,1,C1=CC=C2C(=C1)C=CC=C2Cl
7718-54-9,1,Cl[Ni]Cl
7787-47-5,1,[Be+2].[Cl-].[Cl-]
7647-01-0,1,Cl
506-77-4,1,C(#N)Cl
57-94-3,1,C[NH+]1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C6[C@@H](CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC.[Cl-].[Cl-]
10025-68-0,1,Cl[Se][Se]Cl
26123-91-1,1,CCOC1=CC(=C(C=C1[N+]#N)OCC)N2CCOCC2.Cl[Zn-](Cl)Cl
15557-00-3,1,CCN(CC)C1=C(C=C(C=C1)[N+]#N)Cl.[Cl-].[Cl-].[Cl-].[Zn+2]
4421-50-5,1,CCOC1=C(C=CC(=C1)[N+]#N)N(C)CC2=CC=CC=C2.CCOC1=C(C=CC(=C1)[N+]#N)N(C)CC2=CC=CC=C2.[Cl-].[Cl-].[Cl-].[Cl-].[Zn+2]
21723-86-4,1,CCN(CC1=CC=CC=C1)C2=C(C=C(C=C2)[N+]#N)OCC.CCN(CC1=CC=CC=C1)C2=C(C=C(C=C2)[N+]#N)OCC.Cl[Zn-2](Cl)(Cl)Cl
33864-17-4,1,CCCN(CCC)C1=CC=C(C=C1)[N+]#N.CCCN(CCC)C1=CC=C(C=C1)[N+]#N.[Cl-].[Cl-].[Cl-].[Cl-].[Zn+2]
13863-41-7,1,ClBr
10112-91-1,1,Cl[Hg].Cl[Hg]
7791-12-0,1,Cl[Tl]
107-27-7,1,CC[Hg]Cl
7790-94-5,1,OS(=O)(=O)Cl
95-49-8,1,CC1=CC=CC=C1Cl
108-41-8,1,CC1=CC(=CC=C1)Cl
106-43-4,1,CC1=CC=C(C=C1)Cl
107-30-2,1,COCCl
2344-80-1,1,C[Si](C)(C)CCl
3188-13-4,1,CCOCCl
24468-13-1,1,CCCCC(CC)COC(=O)Cl
1885-14-9,1,C1=CC=C(C=C1)OC(=O)Cl
81228-87-7,1,C1CC(C1)OC(=O)Cl
79-22-1,1,COC(=O)Cl
22128-62-7,1,C(OC(=O)Cl)Cl
503-38-8,1,C(=O)(OC(Cl)(Cl)Cl)Cl
2937-50-0,1,C=CCOC(=O)Cl
541-41-3,1,CCOC(=O)Cl
108-23-6,1,CC(C)OC(=O)Cl
543-27-1,1,CC(C)COC(=O)Cl
109-61-5,1,CCCOC(=O)Cl
592-34-7,1,CCCCOC(=O)Cl
17462-58-7,1,CCC(C)OC(=O)Cl
74-87-3,1,CCl
608-26-4,1,CC1=C(C(=CC=C1)O)Cl
615-74-7,1,CC1=CC(=C(C=C1)Cl)O
3165-93-3,1,CC1=C(C=CC(=C1)Cl)N.Cl
19750-95-9,1,CC1=C(C=CC(=C1)Cl)N=CN(C)C.Cl
88-16-4,1,C1=CC=C(C(=C1)C(F)(F)F)Cl
98-15-7,1,C1=CC(=CC(=C1)Cl)C(F)(F)F
98-56-6,1,C1=CC(=CC=C1C(F)(F)F)Cl
10192-29-7,1,[NH4+].[O-]Cl(=O)=O
13477-00-4,1,[O-]Cl(=O)=O.[O-]Cl(=O)=O.[Ba+2]
10137-74-3,1,[O-]Cl(=O)=O.[O-]Cl(=O)=O.[Ca+2]
10326-21-3,1,[O-]Cl(=O)=O.[O-]Cl(=O)=O.[Mg+2]
7790-93-4,1,OCl(=O)=O
13453-30-0,1,[O-]Cl(=O)=O.[Tl+]
26506-47-8,1,[O-]Cl(=O)=O.[O-]Cl(=O)=O.[Cu+2]
10361-95-2,1,[O-]Cl(=O)=O.[O-]Cl(=O)=O.[Zn+2]
7783-92-8,1,[O-]Cl(=O)=O.[Ag+]
543-59-9,1,CCCCCCl
88-73-3,1,C1=CC=C(C(=C1)[N+](=O)[O-])Cl
121-73-3,1,C1=CC(=CC(=C1)Cl)[N+](=O)[O-]
100-00-5,1,C1=CC(=CC=C1[N+](=O)[O-])Cl
25167-93-5,1,C1=CC=C(C(=C1)[N+](=O)[O-])Cl
74-97-5,1,C(Cl)Br
107-07-3,1,C(CCl)O
107-14-2,1,C(C#N)Cl
590-02-3,1,CCCCOC(=O)CCl
541-88-8,1,C(C(=O)OC(=O)CCl)Cl
96-34-4,1,COC(=O)CCl
3926-62-3,1,C(C(=O)[O-])Cl.[Na+]
107-59-5,1,CC(C)(C)OC(=O)CCl
2549-51-1,1,C=COC(=O)CCl
105-39-5,1,CCOC(=O)CCl
105-48-6,1,CC(C)OC(=O)CCl
75-00-3,1,CCCl
93-70-9,1,CC(=O)CC(=O)NC1=CC=CC=C1Cl
3153-36-4,1,CCOC(=O)CCCCl
108-31-6,1,C1=CC(=O)OC1=O
110-91-8,1,C1COCCN1
65996-83-0,1,C1=CC=C(C=C1)O
8007-45-2,1,CC(C)(C)C1=CC(=C(C(=C1)C2=CC=CC=N2)O)C=NC3CCCCC3N=CC4=C(C(=CC(=C4)C(C)(C)C)C5=CC=CC=N5)O.[Cu]
7439-95-4,1,[Mg]
10294-64-1,1,[O-][Mn](=O)(=O)[O-].[K+].[K+]
109-27-3,1,C(=NNNN=C(N)N=NN=O)(N)N
124-87-8,1,CC(=C)[C@@H]1C2[C@@H]3[C@@]4([C@](C1C(=O)O2)(CC5[C@]4(O5)C(=O)O3)O)C.C[C@@]12[C@H]3C4[C@H](C([C@@]1(C[C@@H]5[C@]2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O
8021-39-4,1,COC1=CC=CC=C1O
7440-23-5,1,[Na]
8006-28-8,1,[OH-].O=[Ca].[Na+]
91-20-3,1,C1=CC=C2C=CC=CC2=C1
134-32-7,1,C1=CC=C2C(=C1)C=CC=C2N
91-59-8,1,C1=CC=C2C=C(C=CC2=C1)N
81-84-5,1,C1=CC2=C3C(=C1)C(=O)OC(=O)C3=CC=C2
86-88-4,1,C1=CC=C2C(=C1)C=CC=C2NC(=S)N
86-53-3,1,C1=CC=C2C(=C1)C=CC=C2C#N
91270-74-5,1,C1=CC=C2C(=C1)C=CC=C2OP(Cl)Cl
15545-97-8,1,CC(C)(CC(C)(C#N)N=NC(C)(CC(C)(C)OC)C#N)OC
3879-07-0,1,CCOC(=O)C(C)CN=NCC(C)C(=O)OCC
13472-08-7,1,CCC(C)(C#N)N=NC(C)(CC)C#N
2094-98-6,1,C1CCC(CC1)(C#N)N=NC2(CCCCC2)C#N
123-77-3,1,C(=O)(N)/N=N/C(=O)N
78-67-1,1,CC(C)(C#N)N=NC(C)(C)C#N
110-89-4,1,C1CCNCC1
110-85-0,1,C1CNCCN1
80-56-8,1,CC1=CCC2CC1C2(C)C
127-91-3,1,CC1(C2CCC(=C)C1C2)C
13762-51-1,1,[B-].[K+]
16949-15-8,1,[Li+].[B-]
16962-07-5,1,[B-].[B-].[B-].[Al+3]
16940-66-2,1,[BH4-].[Na+]
10043-35-3,1,B(O)(O)O
121-43-7,1,B(OC)(OC)OC
150-46-9,1,B(OCC)(OCC)OCC
5419-55-6,1,B(OC(C)C)(OC(C)C)OC(C)C
7440-41-7,1,[Be]
7803-55-6,1,[NH4+].[O-][V](=O)=O
13769-43-2,1,[O-][V](=O)=O.[K+]
6834-92-0,1,[O-][Si](=O)[O-].[Na+].[Na+]
10102-53-1,1,O[As](=O)=O
15120-17-9,1,[O-][As](=O)=O.[Na+]
63937-14-4,1,C(C(C(C(C(C(=O)[O-])O)O)O)O)O.[Hg+]
375-22-4,1,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O
12037-82-0,1,P12SP3SP(S1)SP(=S)(S2)S3
68928-80-3,1,C1=CC(=C(C(=C1)Br)Br)OC2=C(C(=C(C(=C2Br)Br)Br)Br)Br
446255-22-7,1,C1=C(C=C(C(=C1OC2=C(C(=C(C=C2Br)Br)Br)Br)Br)Br)Br
207122-16-5,1,C1=C(C(=CC(=C1Br)Br)Br)OC2=C(C(=C(C=C2Br)Br)Br)Br
76-44-8,1,C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl
31876-38-7,1,C1=C(C(=O)C1=O)O
95718-78-8,1,CC(CC(C)(C)OOC(=O)CCCCCC(C)(C)C)O
1421-68-7,1,CNCC(C1=CC(=CC=C1)NS(=O)(=O)C)O.CS(=O)(=O)O
513-86-0,1,CC(C(=O)C)O
123-42-2,1,CC(=O)CC(C)(C)O
78-97-7,1,CC(C#N)O
547-64-8,1,CC(C(=O)OC)O
97-64-3,1,CCOC(=O)C(C)O
107-89-1,1,CC(CC=O)O
1184-57-2,1,C[Hg+].[OH-]
107-16-4,1,C(C#N)O
110-77-0,1,CCSCCO
80-55-7,1,CCOC(=O)C(C)(C)O
24448-09-7,1,CN(CCO)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1333-74-0,1,[HH]
10034-85-2,1,I
7664-39-3,1,F
7693-26-7,1,[H-].[K+]
7580-67-8,1,[H-].[Li+]
7784-21-6,1,[AlH3]
16853-85-3,1,[H-].[H-].[H-].[H-].[Li+].[Al+3]
13770-96-2,1,[Na+].[AlH4-]
7693-27-8,1,[H-].[H-].[Mg+2]
7646-69-7,1,[H-].[Na+]
7704-98-5,1,[H-].[H-].[Ti+2]
74-90-8,1,C#N
10035-10-6,1,Br
17194-00-2,1,[OH-].[OH-].[Ba+2]
1310-58-3,1,[OH-].[K+]
1310-65-2,1,[Li+].[OH-]
1310-73-2,1,[OH-].[Na+]
1310-82-3,1,[OH-].[Rb+]
1310-82-3,1,[OH-].[Rb+]
21351-79-1,1,[OH-].[Cs+]
460-19-5,1,C(#N)C#N
156-62-7,1,C(#N)N.[Ca+2]
502-39-6,1,C[Hg]/N=C(\N)/NC#N
506-78-5,1,C(#N)I
592-01-8,1,[C-]#N.[C-]#N.[Ca+2]
542-83-6,1,[C-]#N.[C-]#N.[Cd+2]
592-04-1,1,C(#N)[Hg]C#N
591-89-9,1,C(#N)[Hg-2](C#N)(C#N)C#N.[K+].[K+]
542-84-7,1,[C-]#N.[C-]#N.[Co+2]
14965-99-2,1,[C-]#N.[C-]#N.[C-]#N.[Co+3]
151-50-8,1,[C-]#N.[K+]
506-65-0,1,[C-]#N.[Au+]
143-33-9,1,[C-]#N.[Na+]
557-19-7,1,[C-]#N.[C-]#N.[Ni+2]
592-05-2,1,C(#N)[Pb]C#N
74-90-8,1,C#N
14763-77-0,1,[C-]#N.[C-]#N.[Cu+2]
557-21-1,1,[C-]#N.[C-]#N.[Zn+2]
506-68-3,1,C(#N)Br
14263-59-3,1,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[K+].[Au+3]
544-92-3,1,[C-]#N.[Cu+]
506-61-6,1,[C-]#N.[C-]#N.[K+].[Ag+]
52315-07-8,1,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C
619-65-8,1,C1=CC(=CC=C1C#N)C(=O)O
372-09-8,1,C(C#N)C(=O)O
105-56-6,1,CCOC(=O)CC#N
108-77-0,1,C1(=NC(=NC(=N1)Cl)Cl)Cl
79-42-5,1,CC(C(=O)O)S
60-24-2,1,C(CS)O
1763-23-1,1,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
29081-56-9,1,C(C(C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F.[NH4+]
251099-16-8,1,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.C(C(C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
70225-14-8,1,C(CO)NCCO.C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
2795-39-3,1,C(C(C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F.[K+]
29457-72-5,1,[Li+].C(C(C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
56773-42-3,1,CC[N+](CC)(CC)CC.C(C(C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
307-35-7,1,C(C(C(C(C(F)(F)S(=O)(=O)F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
594-42-3,1,C(SCl)(Cl)(Cl)Cl
2385-85-5,1,C12(C3(C4(C5(C3(C(C1(C5(C2(C4(Cl)Cl)Cl)Cl)Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl
25154-52-3,1,CCCCCCCCCC1=CC=CC=C1O
9016-45-9,1,CCCCCCCCCC1=CC=C(C=C1)OCCOCCO
5283-67-0,1,CCCCCCCCC[Si](Cl)(Cl)Cl
124-11-8,1,CCCCCCCC=C
2216-38-8,1,CCCCCCC=CC
20063-92-7,1,CCCCC/C=C/CC
2198-23-4,1,CCCCC=CCCC
23319-66-6,1,CC(C(=O)[O-])O.C1=CC=C(C=C1)[Hg+].C(CO)N(CCO)CCO
58164-88-8,1,CC(C(=O)[O-])O.CC(C(=O)[O-])O.CC(C(=O)[O-])O.[Sb+3]
8016-36-2,1,CC(C)(C)C1=CC(=C(C(=C1)Br)O)C=NC2CCCCC2N=CC3=C(C(=CC(=C3)C(C)(C)C)Br)O.N#[Mn]
110-02-1,1,C1=CSC=C1
545-55-1,1,C1CN1P(=O)(N2CC2)N3CC3
126-72-7,1,C(C(CBr)Br)OP(=O)(OCC(CBr)Br)OCC(CBr)Br
57-39-6,1,CC1CN1P(=O)(N2CC2C)N3CC3C
41083-11-8,1,C1CCC(CC1)[Sn](C2CCCCC2)(C3CCCCC3)N4C=NC=N4
603-35-0,1,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
76-86-8,1,C1=CC=C(C=C1)[Si](C2=CC=CC=C2)(C3=CC=CC=C3)Cl
76-87-9,1,C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)C3=CC=CC=C3.O
900-95-8,1,CC(=O)O[Sn](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3
102-67-0,1,CCC[Al](CCC)CCC
2279-76-7,1,CCC[Sn](CCC)(CCC)Cl
7784-45-4,1,[As](I)(I)I
13453-37-7,1,[I-].[I-].[I-].[Tl+3]
64013-16-7,1,[Sb](I)(I)I
75-47-8,1,C(I)(I)I
594-68-3,1,C(=O)(C(I)(I)I)O
1116-70-7,1,CCCC[Al](CCCC)CCCC
1461-22-9,1,CCCC[Sn](CCCC)(CCCC)Cl
122-56-5,1,B(CCCC)(CCCC)CCCC
78-48-8,1,CCCCSP(=O)(SCCCC)SCCCC
4342-36-3,1,CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1
24124-25-2,1,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[Sn](CCCC)(CCCC)CCCC
56-35-9,1,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC
2155-70-6,1,CCCC[Sn](CCCC)(CCCC)OC(=O)C(=C)C
421-50-1,1,CC(=O)C(F)(F)F
7787-61-3,1,F[Bi](F)F
7783-54-2,1,N(F)(F)F
7783-55-3,1,FP(F)F
7790-91-2,1,FCl(F)F
353-42-4,1,B(F)(F)F.COC
75-23-0,1,B(F)(F)F.CCN
109-63-7,1,B(F)(F)F.CCOCC
7784-35-2,1,F[As](F)F
7783-56-4,1,F[Sb](F)F
7787-71-5,1,FBr(F)F
69806-50-4,1,CCCCOC(=O)C(C)OC1=CC=C(C=C1)OC2=NC=C(C=C2)C(F)(F)F
88-17-5,1,C1=CC=C(C(=C1)C(F)(F)F)N
98-16-8,1,C1=CC(=CC(=C1)N)C(F)(F)F
75-46-7,1,C(F)(F)F
79-38-9,1,C(=C(F)Cl)(F)F
598-73-2,1,C(=C(F)Br)(F)F
75-89-8,1,C(C(F)(F)F)O
407-25-0,1,C(=O)(C(F)(F)F)OC(=O)C(F)(F)F
16712-29-1,1,C(=O)(C(F)(F)F)[O-].C(=O)(C(F)(F)F)[O-].C(=O)(C(F)(F)F)[O-].[Cr+3]
383-63-1,1,CCOC(=O)C(F)(F)F
420-46-2,1,CC(F)(F)F
354-32-5,1,C(=O)(C(F)(F)F)Cl
13121-70-5,1,C1CCC(CC1)[Sn](C2CCCCC2)C3CCCCC3.O
75-50-3,1,CN(C)C
107-39-1,1,CC(=C)CC(C)(C)C
107-40-4,1,CC(=CC(C)(C)C)C
526-73-8,1,CC1=C(C(=CC=C1)C)C
95-63-6,1,CC1=CC(=C(C=C1)C)C
108-67-8,1,CC1=CC(=CC(=C1)C)C
464-06-2,1,CC(C)C(C)(C)C
15901-42-5,1,CC1CC(CC(C1)(C)C)N
28679-16-5,1,CC(CCCCN=C=O)C(C)(C)N=C=O
16747-26-5,1,CCC(C)CC(C)(C)C
3522-94-9,1,CC(C)CCC(C)(C)C
75-24-1,1,C[Al](C)C
75-77-4,1,C[Si](C)(C)Cl
593-90-8,1,B(C)(C)C
59382-51-3,1,CC(C)(C)CC(C)(C)OOC(=O)COC1=CC=CC=C1
564-02-3,1,CCC(C)C(C)(C)C
540-84-1,1,CC(C)CC(C)(C)C
565-75-3,1,CC(C)C(C)C(C)C
3282-30-2,1,CC(C)(C)C(=O)Cl
1825-62-3,1,CCO[Si](C)(C)C
13987-01-4,1,CCCCC(C)C(C)C.CCCC(C)CC(C)C.CC(C)CC(C)C(C)C
110-88-3,1,C1OCOCO1
101-37-1,1,C=CCOC1=NC(=NC(=N1)OCC=C)OCC=C
123-63-7,1,CC1OC(OC(O1)C)C
7756-94-7,1,CC(=CC(C)(C)CC(C)(C)C)C
12165-69-4,1,P(=S)SP=S
1345-04-6,1,S=[Sb]S[Sb]=S
1314-85-8,1,P12P3P1SP(S2)S3
76-13-1,1,C(C(F)(Cl)Cl)(F)(F)Cl
2431-50-7,1,C=C(C(CCl)Cl)Cl
50-29-3,1,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl
636-30-6,1,C1=C(C(=CC(=C1Cl)Cl)Cl)N
634-93-5,1,C1=C(C=C(C(=C1Cl)N)Cl)Cl
95-95-4,1,C1=C(C(=CC(=C1Cl)Cl)Cl)O
93-72-1,1,CC(C(=O)O)OC1=CC(=C(C=C1Cl)Cl)Cl
93-76-5,1,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O
96-18-4,1,C(C(CCl)Cl)Cl
87-61-6,1,C1=CC(=C(C(=C1)Cl)Cl)Cl
120-82-1,1,C1=CC(=C(C=C1Cl)Cl)Cl
108-70-3,1,C1=C(C=C(C=C1Cl)Cl)Cl
10025-78-2,1,[SiH](Cl)(Cl)Cl
865-44-1,1,ClI(Cl)Cl
7718-98-1,1,Cl[V](Cl)Cl
7446-70-0,1,[Al](Cl)(Cl)Cl
13478-18-7,1,Cl[Mo](Cl)Cl
10294-34-5,1,B(Cl)(Cl)Cl
7784-34-1,1,Cl[As](Cl)Cl
10025-91-9,1,Cl[Sb](Cl)Cl
7705-08-0,1,Cl[Fe](Cl)Cl
67-66-3,1,C(Cl)(Cl)Cl
79-52-7,1,C(=O)(C(F)(F)Cl)C(F)(Cl)Cl
15879-93-3,1,C([C@H]([C@@H]1[C@@H]([C@@H]2[C@H](O1)O[C@@H](O2)C(Cl)(Cl)Cl)O)O)O
7727-18-6,1,O=[V].Cl.Cl.Cl
10025-87-3,1,O=P(Cl)(Cl)Cl
75-69-4,1,C(F)(Cl)(Cl)Cl
545-06-2,1,C(#N)C(Cl)(Cl)Cl
75-87-6,1,C(=O)C(Cl)(Cl)Cl
598-99-2,1,COC(=O)C(Cl)(Cl)Cl
71-55-6,1,CC(Cl)(Cl)Cl
79-00-5,1,C(C(Cl)Cl)Cl
87-90-1,1,C1(=O)N(C(=O)N(C(=O)N1Cl)Cl)Cl
102-70-5,1,C=CCN(CC=C)CC=C
99-35-4,1,C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
489-98-5,1,C1=C(C=C(C(=C1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-]
88-89-1,1,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-]
131-74-8,1,C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-].[NH4+]
3324-58-1,1,C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-].[Na+]
146-84-9,1,C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-].[Ag+]
2508-19-2,1,C1=C(C=C(C(=C1[N+](=O)[O-])S(=O)(=O)O)[N+](=O)[O-])[N+](=O)[O-]
5400-70-4,1,C1=C(C=C(C(=C1[N+](=O)[O-])S(=O)(=O)[O-])[N+](=O)[O-])[N+](=O)[O-].[Na+]
28653-16-9,1,COC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
129-66-8,1,C1=C(C=C(C(=C1[N+](=O)[O-])C(=O)O)[N+](=O)[O-])[N+](=O)[O-]
479-45-8,1,CN(C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
4732-14-3,1,CCOC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
632-92-8,1,CC1=C(C(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C)[N+](=O)[O-]
118-96-7,1,CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
82-71-3,1,C1=C(C(=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])O)[N+](=O)[O-]
15245-44-0,1,C1=C(C(=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[O-])[N+](=O)[O-].[Pb+2]
602-99-3,1,CC1=C(C(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O)[N+](=O)[O-]
88-88-0,1,C1=C(C=C(C(=C1[N+](=O)[O-])Cl)[N+](=O)[O-])[N+](=O)[O-]
55810-17-8,1,C1=CC2=C(C=C(C=C2C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
129-79-3,1,C1=CC2=C(C=C1[N+](=O)[O-])C(=O)C3=C2C(=CC(=C3)[N+](=O)[O-])[N+](=O)[O-]
147-82-0,1,C1=C(C=C(C(=C1Br)N)Br)Br
7789-58-4,1,BrI(Br)Br
7789-60-8,1,P(Br)(Br)Br
7727-15-3,1,[Al](Br)(Br)Br
10294-33-4,1,B(Br)(Br)Br
12263-85-3,1,C[Al](C)Br.C[Al](Br)Br
7784-33-0,1,[As](Br)(Br)Br
7789-61-9,1,Br[Sb](Br)Br
