CAS,haz,SMILES
13759-83-6,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].O.O.O.O.O.O.[Sm+3]
10108-73-3,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ce+3]
10042-76-9,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Sr+2]
10421-48-4,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Fe+3]
10031-43-3,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].O.O.O.[Cu+2]
7779-88-6,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Zn+2]
7782-86-7,1,[N+](=O)([O-])[O-].O.[Hg+]
13494-98-9,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].O.O.O.O.O.O.[Y+3]
1712-64-7,1,CC(C)O[N+](=O)[O-]
543-87-3,1,CC(C)CCO[N+](=O)[O-]
13768-67-7,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Yb+3]
13770-61-1,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[In+3]
7761-88-8,1,[N+](=O)([O-])[O-].[Ag+]
627-13-4,1,CCCO[N+](=O)[O-]
928-45-0,1,CCCCO[N+](=O)[O-]
1002-16-0,1,CCCCCO[N+](=O)[O-]
619-97-6,1,C1=CC=C(C=C1)[N+]#N.[N+](=O)([O-])[O-]
629-40-3,1,C(CCCC#N)CCC#N
3710-30-3,1,C=CCCCCC=C
27193-28-8,1,CC(C)(C)CC(C)(C)C1=CC=CC=C1O
5283-66-9,1,CCCCCCCC[Si](Cl)(Cl)Cl
629-05-0,1,CCCCCCC#C
2809-67-8,1,CCCCCC#CC
15232-76-5,1,CCCCC#CCC
1942-45-6,1,CCCC#CCCC
301-10-0,1,CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].[Sn+2]
106-68-3,1,CCCCCC(=O)CC
111-66-0,1,CCCCCCC=C
111-67-1,1,CCCCCC=CC
111-64-8,1,CCCCCCCC(=O)Cl
7440-66-6,1,[Zn]
7726-95-6,1,BrBr
576-23-8,1,CC1=C(C(=CC=C1)Br)C
583-71-1,1,CC1=C(C=C(C=C1)Br)C
3132-64-7,1,C1C(O1)CBr
106-95-6,1,C=CCBr
584-48-5,1,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Br
600-00-0,1,CCOC(=O)C(C)(C)Br
78-77-3,1,CC(C)CBr
507-19-7,1,CC(C)(C)Br
60811-21-4,1,C1=CC(=C(C=C1Br)Cl)F
107-82-4,1,CC(C)CCBr
108-86-1,1,C1=CC=C(C=C1)Br
615-36-1,1,C1=CC=C(C(=C1)N)Br
591-19-5,1,C1=CC(=CC(=C1)Br)N
106-40-1,1,C1=CC(=CC=C1N)Br
95-56-7,1,C1=CC=C(C(=C1)O)Br
591-20-8,1,C1=CC(=CC(=C1)Br)O
106-41-2,1,C1=CC(=CC=C1O)Br
98-58-8,1,C1=CC(=CC=C1S(=O)(=O)Cl)Br
104-92-7,1,COC1=CC=C(C=C1)Br
7154-66-7,1,C1=CC=C(C(=C1)C(=O)Cl)Br
586-75-4,1,C1=CC(=CC=C1C(=O)Cl)Br
5798-79-8,1,C1=CC=C(C=C1)C(C#N)Br
99-73-0,1,C1=CC(=CC=C1C(=O)CBr)Br
2417-90-5,1,C(CBr)C#N
106-96-7,1,C#CCBr
598-72-1,1,CC(C(=O)O)Br
590-92-1,1,C(CBr)C(=O)O
598-31-2,1,CC(=O)CBr
106-94-5,1,CCCBr
75-26-3,1,CC(C)Br
563-76-8,1,CC(C(=O)Br)Br
7623-16-7,1,C(CBr)C(=O)Br
137-43-9,1,C1CCC(C1)Br
110-53-2,1,CCCCCBr
109-65-9,1,CCCCBr
78-76-2,1,CCC(C)Br
100-39-0,1,C1=CC=C(C=C1)CBr
598-22-1,1,CCC(=O)Br
7789-47-1,1,Br[Hg]Br
10035-10-6,1,Br
7789-52-8,1,[Se]([Se]Br)Br
7789-40-4,1,Br[Tl]
506-96-7,1,CC(=O)Br
111-25-1,1,CCCCCCBr
95-46-5,1,CC1=CC=CC=C1Br
591-17-3,1,CC1=CC(=CC=C1)Br
106-38-7,1,CC1=CC=C(C=C1)Br
74-83-9,1,CBr
56073-10-0,1,C1C(CC2=CC=CC=C2C1C3=C(C4=CC=CC=C4OC3=O)O)C5=CC=C(C=C5)C6=CC=C(C=C6)Br
28772-56-7,1,C1=CC=C(C=C1)C(CC(C2=CC=C(C=C2)C3=CC=C(C=C3)Br)O)C4=C(C5=CC=CC=C5OC4=O)O
75-63-8,1,C(F)(F)(F)Br
7789-31-3,1,OBr(=O)=O
13967-90-3,1,[O-]Br(=O)=O.[O-]Br(=O)=O.[Ba+2]
14518-94-6,1,[O-]Br(=O)=O.[O-]Br(=O)=O.[Cd+2]
7789-36-8,1,O.O.O.O.O.O.[O-]Br(=O)=O.[O-]Br(=O)=O.[Mg+2]
7789-38-0,1,[O-]Br(=O)=O.[Na+]
34018-28-5,1,[O-]Br(=O)=O.[O-]Br(=O)=O.[Pb+2]
14519-18-7,1,[O-]Br(=O)=O.[O-]Br(=O)=O.[Sr+2]
14519-07-4,1,[O-]Br(=O)=O.[O-]Br(=O)=O.[Zn+2]
7783-89-3,1,[O-]Br(=O)=O.[Ag+]
107-81-3,1,CCCC(C)Br
540-51-2,1,C(CBr)O
592-55-2,1,CCOCCBr
96-32-2,1,COC(=O)CBr
5292-43-3,1,CC(C)(C)OC(=O)CBr
105-36-2,1,CCOC(=O)CBr
29921-57-1,1,CC(C)OC(=O)CBr
35223-80-4,1,CCCOC(=O)CBr
74-96-4,1,CCBr
593-60-2,1,C=CBr
598-21-0,1,C(C(=O)Br)Br
111-94-4,1,C(CNCCC#N)C#N
86-74-8,1,C1=CC=C2C(=C1)C3=CC=CC=C3N2
2597-93-5,1,CC[Hg]N1C(=O)C2C(C1=O)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl
10102-20-2,1,[O-][Te](=O)[O-].[Na+].[Na+]
101-77-9,1,C1=CC(=CC=C1CC2=CC=C(C=C2)N)N
13598-36-2,1,O[P+](=O)O
1809-19-4,1,CCCCO[P+](=O)OCCCC
101-02-0,1,C1=CC=C(C=C1)OP(OC2=CC=CC=C2)OC3=CC=CC=C3
121-45-9,1,COP(OC)OC
122-52-1,1,CCOP(OCC)OCC
7782-99-2,1,OS(=O)O
10192-30-0,1,[NH4+].OS(=O)[O-]
13780-03-5,1,OS(=O)[O-].OS(=O)[O-].[Ca+2]
13774-25-9,1,OS(=O)[O-].OS(=O)[O-].[Mg+2]
7631-90-5,1,OS(=O)[O-].[Na+]
15457-98-4,1,OS(=O)[O-].OS(=O)[O-].[Zn+2]
14674-72-7,1,[O-]Cl=O.[O-]Cl=O.[Ca+2]
7758-19-2,1,[O-]Cl=O.[Na+]
125687-68-5,1,[O-][As]([O-])[O-].[O-][As]([O-])[O-].[Ba+2].[Ba+2].[Ba+2]
27152-57-4,1,[O-][As]([O-])[O-].[O-][As]([O-])[O-].[Ca+2].[Ca+2].[Ca+2]
7784-46-5,1,[O-][As]=O.[Na+]
10031-13-7,1,[O-][As]=O.[O-][As]=O.[Pb+2]
91724-16-2,1,[O-][As]([O-])[O-].[O-][As]([O-])[O-].[Sr+2].[Sr+2].[Sr+2]
63989-69-5,1,O.O.O.O.O.[O-2].O[As](O)O.[Fe+3]
10326-24-6,1,[O-][As]=O.[O-][As]=O.[Zn+2]
7783-00-8,1,O[Se](=O)O
13718-59-7,1,[O-][Se](=O)[O-].[Ba+2]
13780-18-2,1,[O-][Se](=O)[O-].[Ca+2]
10431-47-7,1,[O-][Se](=O)[O-].[K+].[K+]
20960-77-4,1,[O-][Se](=O)[O-].[O-][Se](=O)[O-].[O-][Se](=O)[O-].[Al+3].[Al+3]
15593-61-0,1,[O-][Se](=O)[O-].[Mg+2]
10102-18-8,1,[O-][Se](=O)[O-].[Na+].[Na+]
7782-82-3,1,O[Se](=O)[O-].[Na+]
15586-47-7,1,[O-][Se](=O)[O-].[Cs+].[Cs+]
15168-20-4,1,O.O.[O-][Se](=O)[O-].[Cu+2]
28041-84-1,1,[O-][Se](=O)(=O)[O-].[O-][Se](=O)(=O)[O-].[Mg+2].[K+].[K+]
138-89-6,1,CN(C)C1=CC=C(C=C1)N=O
120-22-9,1,CCN(CC)C1=CC=C(C=C1)N=O
104-91-6,1,C1=CC(=CC=C1N=O)O
86-30-6,1,C1=CC=C(C=C1)N(C2=CC=CC=C2)N=O
62-75-9,1,CN(C)N=O
7782-78-7,1,N(=O)OS(=O)(=O)O
13446-48-5,1,[NH4+].N(=O)[O-]
13465-94-6,1,N(=O)[O-].N(=O)[O-].[Ba+2]
13780-06-8,1,N(=O)[O-].N(=O)[O-].[Ca+2]
624-91-9,1,CON=O
7758-09-0,1,N(=O)[O-].[K+]
7632-00-0,1,N(=O)[O-].[Na+]
17861-62-0,1,N(=O)[O-].N(=O)[O-].[Ni+2]
63885-01-8,1,N.N(=O)O.N(=O)[O-].N(=O)[O-].[Zn+2]
109-95-5,1,CCON=O
541-42-4,1,CC(C)ON=O
542-56-3,1,CC(C)CON=O
110-46-3,1,CC(C)CCON=O
543-67-9,1,CCCON=O
544-16-1,1,CCCCON=O
463-04-7,1,CCCCCON=O
2696-92-6,1,N(=O)Cl
142-59-6,1,C(CNC(=S)[S-])NC(=S)[S-].[Na+].[Na+]
7440-37-1,1,[Ar]
2820-51-1,1,CN1CCC[C@H]1C2=CN=CC=C2.Cl
7647-01-0,1,Cl
552-46-5,1,C1=CC=C2C(=C1)C=CC=C2N.Cl
1465-25-4,1,C1=CC=C2C(=C1)C=CC=C2NCCN.Cl.Cl
51-19-4,1,C1=CC=C(C(=C1)N)O.Cl
612-52-2,1,C1=CC=C2C=C(C=CC2=C1)[NH3+].[Cl-]
7411-49-6,1,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)N)N)N.Cl.Cl.Cl.Cl
612-82-8,1,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N.Cl.Cl
20325-40-0,1,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N.Cl.Cl
612-83-9,1,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N.Cl.Cl
141-85-5,1,C1=CC(=CC(=C1)Cl)N.Cl
531-85-1,1,C1=CC(=CC=C1C2=CC=C(C=C2)N)N.Cl.Cl
16713-15-8,1,CCN(CC)C1=CC=C(C=C1)N.Cl.Cl
51-78-5,1,C1=CC(=CC=C1N)O.Cl
540-23-8,1,CC1=CC=C(C=C1)N.Cl
142-04-1,1,C1=CC=C(C=C1)N.Cl
27140-08-5,1,C1=CC=C(C=C1)NN.Cl
615-28-1,1,C1=CC=C(C(=C1)N)N.Cl.Cl
541-69-5,1,C1=CC(=CC(=C1)N)N.Cl.Cl
624-18-0,1,C1=CC(=CC=C1N)N.Cl.Cl
5786-96-9,1,COC1=C(C=C2C(=C1)[C@]34CCN5[C@H]3C[C@@H]6[C@@H]7[C@@H]4N2C(=O)C[C@@H]7OCC=C6C5)OC.Cl
316-42-7,1,CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC.Cl.Cl
7782-44-7,1,O=O
1304-28-5,1,O=[Ba]
1656-48-0,1,C(COCCC#N)C#N
1306-19-0,1,O=[Cd]
21908-53-2,1,O=[Hg]
286-20-4,1,C1CCC2C(C1)O2
1313-59-3,1,[O-2].[Na+].[Na+]
1304-56-9,1,[Be]=O
1314-32-5,1,O=[Tl]O[Tl]=O
15829-53-5,1,O([Hg])[Hg]
1314-12-1,1,O([Tl])[Tl]
14977-61-8,1,[O-2].[O-2].[Cl-].[Cl-].[Cr+6]
7791-25-5,1,O=S(=O)(Cl)Cl
7791-23-3,1,O=[Se](Cl)Cl
7789-59-5,1,O=P(Br)(Br)Br
8007-24-7,1,CCCCCCC=CCCCCCCCC1=CC(=CC=C1)O
351-05-3,1,C1=CC(=CC=C1NC(=O)CF)Br
74-89-5,1,CN
78-95-5,1,CC(=O)CCl
75-45-6,1,C(F)(F)Cl
7790-99-0,1,ClI
10025-67-9,1,S(SCl)Cl
75-72-9,1,C(F)(F)(F)Cl
76-15-3,1,C(C(F)(F)Cl)(F)(F)F
107-20-0,1,C(C=O)Cl
7789-33-5,1,BrI
10102-43-9,1,[N]=O
10024-97-2,1,[N-]=[N+]=O
1317-36-8,1,O=[Pb]
630-08-0,1,[C-]#[O+]
100-41-4,1,CCC1=CC=CC=C1
151-56-4,1,C1CN1
64-17-5,1,CCO
917-58-8,1,CC[O-].[K+]
141-52-6,1,CC[O-].[Na+]
107-15-3,1,C(CN)N
109-86-4,1,COCCO
629-14-1,1,CCOCCOCC
110-80-5,1,CCOCCO
109-59-1,1,CC(C)OCCO
2050-60-4,1,CCCCOC(=O)C(=O)OCCCC
553-90-2,1,COC(=O)C(=O)OC
95-92-1,1,CCOC(=O)C(=O)OCC
79-37-8,1,C(=O)(C(=O)Cl)Cl
54-64-8,1,CC[Hg]SC1=CC=CC=C1C(=O)[O-].[Na+]
97-95-0,1,CCC(CC)CO
760-21-4,1,CCC(=C)CC
118-44-5,1,CCNC1=CC=CC2=CC=CC=C21
34256-82-1,1,CCC1=CC=CC(=C1N(COCC)C(=O)CCl)C
1691-99-2,1,CCN(CCO)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
22224-92-6,1,CCOP(=O)(NC(C)C)OC1=CC(=C(C=C1)SC)C
2104-64-5,1,CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-]
25311-71-1,1,CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C
327-98-0,1,CCOP(=S)(CC)OC1=CC(=C(C=C1Cl)Cl)Cl
17109-49-8,1,CCOP(=O)(SC1=CC=CC=C1)SC2=CC=CC=C2
13194-48-4,1,CCCSP(=O)(OCC)SCCC
944-22-9,1,CCOP(=S)(CC)SC1=CC=CC=C1
578-54-1,1,CCC1=CC=CC=C1N
103-69-5,1,CCNC1=CC=CC=C1
1125-27-5,1,CC[Si](C1=CC=CC=C1)(Cl)Cl
100-71-0,1,CCC1=CC=CC=N1
536-78-7,1,CCC1=CN=CC=C1
536-75-4,1,CCC1=CC=NC=C1
628-32-0,1,CCCOCC
623-37-0,1,CCCC(CC)O
97-96-1,1,CCC(CC)C=O
622-57-1,1,CCNC1=CC=C(C=C1)C
598-14-1,1,CC[As](Cl)Cl
1678-91-7,1,CCC1CCCCC1
1640-89-7,1,CCC1CCCC1
104-75-6,1,CCCCC(CC)CN
123-05-7,1,CCCCC(CC)C=O
619-99-8,1,CCCC(CC)CC
102-27-2,1,CCNC1=CC=CC(=C1)C
540-82-9,1,CCOS(=O)(=O)O
100-74-3,1,CCN1CCOCC1
766-09-6,1,CCN1CCCCC1
4151-50-2,1,CCNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
115-21-9,1,CC[Si](Cl)(Cl)Cl
617-78-7,1,CCC(CC)CC
557-31-3,1,CCOCC=C
628-81-9,1,CCCCOCC
29973-13-5,1,CCSCC1=CC=CC=C1OC(=O)NC
60-29-7,1,CCOCC
19287-45-7,1,B.B
75-07-0,1,CC=O
107-29-9,1,C/C=N/O
74-86-2,1,C#C
64-19-7,1,CC(=O)O
543-80-6,1,CC(=O)[O-].CC(=O)[O-].[Ba+2]
542-14-3,1,CC(=O)O.C1=CC=C(C=C1)N
62-38-4,1,CC(=O)O[Hg]C1=CC=CC=C1
108-24-7,1,CC(=O)OC(=O)C
622-45-7,1,CC(=O)OC1CCCCC1
151-38-2,1,CC(=O)O[Hg]CCOC
79-20-9,1,CC(=O)OC
122-46-3,1,CC1=CC(=CC=C1)OC(=O)C
543-81-7,1,[Be+2].CC(=O)[O-].CC(=O)[O-]
301-04-2,1,CC(=O)[O-].CC(=O)[O-].[Pb+2]
1118-14-5,1,CC(=O)O[Sn](C)(C)C
1907-13-7,1,CC[Sn](CC)(CC)OC(=O)C
540-88-5,1,CC(=O)OC(C)(C)C
591-87-7,1,CC(=O)OCC=C
631-60-7,1,CC(=O)[O-].[Hg+]
563-68-8,1,CC(=O)[O-].[Tl+]
111-15-9,1,CCOCCOC(=O)C
10031-87-5,1,CCC(CC)COC(=O)C
108-05-4,1,CC(=O)OC=C
141-78-6,1,CCOC(=O)C
108-22-5,1,CC(=C)OC(=O)C
108-21-4,1,CC(C)OC(=O)C
110-19-0,1,CC(C)COC(=O)C
123-92-2,1,CC(C)CCOC(=O)C
109-60-4,1,CCCOC(=O)C
123-86-4,1,CCCCOC(=O)C
142-92-7,1,CCCCCCOC(=O)C
628-63-7,1,CCCCCOC(=O)C
105-46-4,1,CCC(C)OC(=O)C
74-84-0,1,CC
74-85-1,1,C=C
110-75-8,1,C=COCCCl
100-40-3,1,C=CC1CCC=CC1
77-77-0,1,C=CS(=O)(=O)C=C
100-69-6,1,C=CC1=CC=CC=N1
100-43-6,1,C=CC1=CC=NC=C1
1195-32-0,1,CC1=CC=C(C=C1)C(=C)C
75-94-5,1,C=C[Si](Cl)(Cl)Cl
5628-99-9,1,C=CN1CC1
109-92-2,1,CCOC=C
24342-03-8,1,CC(C)COC(=O)CC=C
78-08-0,1,CCO[Si](C=C)(OCC)OCC
122-80-5,1,CC(=O)NC1=CC=C(C=C1)N
3179-56-4,1,CC(=O)OOS(=O)(=O)C1CCCCC1
674-82-8,1,C=C1CC(=O)O1
81-81-2,1,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
75-36-5,1,CC(=O)Cl
591-08-2,1,CC(=O)NC(=S)N
94-70-2,1,CCOC1=CC=CC=C1N
621-33-0,1,CCOC1=CC=CC(=C1)N
119-38-0,1,CC1=NN(C(=C1)OC(=O)N(C)C)C(C)C
2631-37-0,1,CC1=CC(=CC(=C1)OC(=O)NC)C(C)C
1918-16-7,1,CC(C)N(C1=CC=CC=C1)C(=O)CCl
98-82-8,1,CC(C)C1=CC=CC=C1
64-00-6,1,CC(C)C1=CC(=CC=C1)OC(=O)NC
75-33-2,1,CC(C)S
108-20-3,1,CC(C)OC(C)C
78-80-8,1,CC(=C)C#C
78-81-9,1,CC(C)CN
538-93-2,1,CC(C)CC1=CC=CC=C1
3788-32-7,1,CC(C)CC1CCCC1
109-53-5,1,CC(C)COC=C
78-82-0,1,CC(C)C#N
78-84-2,1,CC(C)C=O
79-31-2,1,CC(C)C(=O)O
97-72-3,1,CC(C)C(=O)OC(=O)C(C)C
547-63-7,1,CC(C)C(=O)OC
97-62-1,1,CCOC(=O)C(C)C
97-85-8,1,CC(C)COC(=O)C(C)C
644-49-5,1,CCCOC(=O)C(C)C
75-28-5,1,CC(C)C
115-11-7,1,CC(=C)C
79-30-1,1,CC(C)C(=O)Cl
4098-71-9,1,CC1(CC(CC(C1)(C)CN=C=O)N=C=O)C
68975-47-3,1,CC(C)CCC=C
27236-46-0,1,CCCC(=C)C
551-06-4,1,C1=CC=C2C(=C1)C=CC=C2N=C=S
103-72-0,1,C1=CC=C(C=C1)N=C=S
2999-46-4,1,CCOC(=O)C[N+]#[C-]
28479-22-3,1,CC1=C(C=C(C=C1)N=C=O)Cl
103-71-9,1,C1=CC=C(C=C1)N=C=O
100-28-7,1,C1=CC(=CC=C1N=C=O)[N+](=O)[O-]
102-36-3,1,C1=CC(=C(C=C1N=C=O)Cl)Cl
3173-53-3,1,C1CCC(CC1)N=C=O
624-83-9,1,CN=C=O
329-01-1,1,C1=CC(=CC(=C1)N=C=O)C(F)(F)F
112-96-9,1,CCCCCCCCCCCCCCCCCCN=C=O
1609-86-5,1,CC(C)(C)N=C=O
109-90-0,1,CCN=C=O
1795-48-8,1,CC(C)N=C=O
1873-29-6,1,CC(C)CN=C=O
110-78-1,1,CCCN=C=O
111-36-4,1,CCCCN=C=O
107-85-7,1,CC(C)CCN
625-28-5,1,CC(C)CC#N
556-24-1,1,CC(C)CC(=O)OC
108-64-5,1,CCOC(=O)CC(C)C
32665-23-9,1,CC(C)CC(=O)OC(C)C
108-12-3,1,CC(C)CC(=O)Cl
26635-64-3,1,CCCCCC(C)C
5026-76-6,1,CC(C)CCCC=C
206-44-0,1,C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4
1191-80-6,1,CCCCCCCCC=CCCCCCCCC(=O)[O-].CCCCCCCCC=CCCCCCCCC(=O)[O-].[Hg+2]
115-80-0,1,CCC(OCC)(OCC)OCC
149-73-5,1,COC(OC)OC
122-51-0,1,CCOC(OCC)OCC
1445-45-0,1,CC(OC)(OC)OC
3090-36-6,1,CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)CCCC
8013-75-0,1,CC(C)CCO
8008-51-3,1,CC1(C2CCC1(C(=O)C2)C)C
7782-65-2,1,[GeH4]
303-47-9,1,C[C@@H]1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)Cl
103-65-1,1,CCCC1=CC=CC=C1
2040-96-2,1,CCCC1CCCC1
107-03-9,1,CCCS
111-43-3,1,CCCOCCC
109-73-9,1,CCCCN
17804-35-2,1,CCCCNC(=O)N1C2=CC=CC=C2N=C1NC(=O)OC
71-36-3,1,CCCCO
104-51-8,1,CCCCC1=CC=CC=C1
1126-78-9,1,CCCCNC1=CC=CC=C1
2040-95-1,1,CCCCC1CCCC1
4316-42-1,1,CCCCN1C=CN=C1
111-34-2,1,CCCCOC=C
109-74-0,1,CCCC#N
109-79-5,1,CCCCS
142-96-1,1,CCCCOCCCC
123-72-8,1,CCCC=O
107-92-6,1,CCCC(=O)O
623-42-7,1,CCCC(=O)OC
123-20-6,1,CCCC(=O)OC=C
105-54-4,1,CCCC(=O)OCC
638-11-9,1,CCCC(=O)OC(C)C
105-66-8,1,CCCC(=O)OCCC
109-21-7,1,CCCCOC(=O)CCC
106-97-8,1,CCCC
141-75-3,1,CCCC(=O)Cl
111-68-2,1,CCCCCCCN
111-71-7,1,CCCCCCC=O
142-82-5,1,CCCCCCC
681-84-5,1,CO[Si](OC)(OC)OC
124-18-5,1,CCCCCCCCCC
111-26-2,1,CCCCCCN
66-25-1,1,CCCCCC=O
106-70-7,1,CCCCCC(=O)OC
123-66-0,1,CCCCCC(=O)OCC
110-54-3,1,CCCCCC
7664-38-2,1,OP(=O)(O)O
110-58-7,1,CCCCCN
109-52-4,1,CCCCC(=O)O
624-24-8,1,CCCCC(=O)OC
539-82-2,1,CCCCC(=O)OCC
141-06-0,1,CCCCC(=O)OCCC
109-66-0,1,CCCCC
111-88-6,1,CCCCCCCCS
111-65-9,1,CCCCCCCC
13952-84-6,1,CCC(C)N
485-31-4,1,CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])OC(=O)C=C(C)C
88-85-7,1,CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O
135-98-8,1,CCC(C)C1=CC=CC=C1
14691-87-3,1,[OH-].[O-]I(=O)(=O)=O.[K+].[K+]
13940-38-0,1,OI(=O)(O)([O-])([O-])[O-].[Na+].[Na+].[Na+]
625-30-9,1,CCCC(C)N
64173-96-2,1,C1=CC=C2C(=C1)C(=CC(=C2[O-])[N+]#N)S(=O)(=O)[O-].[Na+]
2657-00-3,1,C1=CC2=C(C=CC(=C2[O-])[N+]#N)C(=C1)S(=O)(=O)[O-].[Na+]
36451-09-9,1,C1=CC=C2C(=C1)C(=CC(=C2[O-])[N+]#N)S(=O)(=O)Cl
3770-97-6,1,C1=CC2=C(C=CC(=C2[O-])[N+]#N)C(=C1)S(=O)(=O)Cl
136-35-6,1,C1=CC=C(C=C1)NN=NC2=CC=CC=C2
334-88-3,1,C=[N+]=[N-]
623-73-4,1,CCOC(=O)C=[N+]=[N-]
13477-01-5,1,[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[Ba+2]
7778-50-9,1,[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[K+].[K+]
13843-81-7,1,[Li+].[Li+].[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-]
10588-01-9,1,[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[Na+].[Na+]
13530-67-1,1,[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[Cs+].[Cs+]
13675-47-3,1,[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[Cu+2]
14018-95-2,1,[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[Zn+2]
5989-27-5,1,CC1=CC[C@@H](CC1)C(=C)C
148-82-3,1,C1=CC(=CC=C1C[C@@H](C(=O)O)N)N(CCCl)CCCl
